242238,/player/242238/oumar-solet/240002,24,2,22/09/2023,O. Solet,Oumar Mickael Solet Bomawoko,CB,76,84,15500000,15000,23,07/02/2000,192,88,191,Salzburg,80,Bundesliga,1,RCB,22,,03/08/2020,2025,18,France,,,,Right,4,2,1,Medium/High,Normal (185+),Yes,26400000,#Strength,"Jockey, Block, Intercept",81,43,57,67,75,85,31,35,68,74,33,69,35,34,71,68,74,86,65,70,36,64,84,84,88,39,77,75,59,56,42,69,77,75,72,12,14,10,14,15,,62+2,62+2,62+2,61,63,63,63,61,64+2,64+2,64+2,64+2,67+2,67+2,67+2,64+2,70+2,74+2,74+2,74+2,70+2,71+2,76+2,76+2,76+2,71+2,20+2
246762,/player/246762/sekou-koita/240002,24,2,22/09/2023,S. Koita,Sékou Koïta,"ST, CAM",75,83,12500000,18000,23,28/11/1999,173,73,191,Salzburg,80,Bundesliga,1,SUB,20,,01/07/2019,2024,126,Mali,,,,Left,4,3,1,High/Medium,Normal (170-185),No,21300000,"#Speedster, #Acrobat","Chip Shot, Pinged Pass, Rapid, Flair, Quick Step",93,74,69,77,35,74,63,74,60,73,73,76,70,58,66,73,92,93,91,76,91,75,83,75,72,73,73,32,75,74,71,73,30,37,27,8,11,11,8,7,,75+2,75+2,75+2,76,76,76,76,76,76+2,76+2,76+2,75+2,69+2,69+2,69+2,75+2,58+2,56+2,56+2,56+2,58+2,56+2,50+2,50+2,50+2,56+2,16+2
254840,/player/254840/strahinja-pavlovic/240002,24,2,22/09/2023,S. Pavlović,Strahinja Pavlović,CB,75,83,12000000,15000,22,24/05/2001,194,86,191,Salzburg,80,Bundesliga,1,LCB,31,,01/07/2022,2027,51,Serbia,,,,Left,3,2,1,Medium/High,Normal (185+),No,20400000,#Strength,"Block, Anticipate, Bruiser, Aerial",67,43,50,64,74,83,53,43,73,60,25,63,39,38,58,68,64,69,57,75,42,56,84,78,86,36,80,74,34,31,43,68,75,74,76,12,14,8,10,13,,57+2,57+2,57+2,56,55,55,55,56,54+2,54+2,54+2,58+2,58+2,58+2,58+2,58+2,69+2,69+2,69+2,69+2,69+2,71+2,75+2,75+2,75+2,71+2,19+2
258775,/player/258775/luka-sucic/240002,24,2,22/09/2023,L. Sučić,Luka Sučić,"CAM, CM",74,84,9500000,13000,20,08/09/2002,185,77,191,Salzburg,80,Bundesliga,1,SUB,10,,01/07/2019,2025,10,Croatia,,,,Left,3,3,1,Medium/Medium,Lean (185+),No,16200000,,"Power Shot, Pinged Pass, Long Ball Pass, Technical, Trivela",76,73,74,74,49,66,73,71,47,74,72,76,76,74,74,75,76,76,74,69,65,79,67,72,66,76,58,56,68,75,65,70,47,50,44,15,12,10,11,7,,70+2,70+2,70+2,74,73,73,73,74,74+2,74+2,74+2,74+2,71+2,71+2,71+2,74+2,64+2,63+2,63+2,63+2,64+2,61+2,56+2,56+2,56+2,61+2,18+2
263041,/player/263041/alexander-prass/240002,24,2,22/09/2023,A. Prass,Alexander Prass,"CM, LM",74,83,9500000,14000,22,26/05/2001,180,72,209,Sturm Graz,80,Bundesliga,1,LCM,8,,05/07/2021,2025,4,Austria,,,,Left,3,3,1,High/Medium,Normal (170-185),No,16200000,,"Pinged Pass, Technical, Flair",73,65,73,75,69,75,73,59,56,74,64,74,68,66,73,74,70,76,78,74,77,72,72,85,74,71,68,72,69,75,57,74,73,69,66,7,15,12,8,13,,68+2,68+2,68+2,72,71,71,71,72,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,73+2,73+2,73+2,73+2,73+2,72+2,70+2,70+2,70+2,72+2,18+2
246885,/player/246885/nicolas-capaldo/240002,24,2,22/09/2023,N. Capaldo,Nicolás Capaldo Toboas,"CM, RB",74,79,6500000,15000,24,14/09/1998,177,73,191,Salzburg,80,Bundesliga,1,SUB,7,,01/07/2021,2026,52,Argentina,,,,Right,2,3,1,High/High,Normal (170-185),No,10200000,#Engine,Relentless,76,69,71,74,69,78,70,71,54,74,64,72,65,55,72,74,77,76,81,78,75,70,74,89,73,68,76,69,71,70,60,74,71,73,69,8,6,13,12,11,,71+2,71+2,71+2,73,72,72,72,73,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,73+2,71+2,71+2,71+2,73+2,17+2
226129,/player/226129/jon-gorenc-stankovic/240002,24,2,22/09/2023,J. Gorenc Stanković,Jon Gorenc Stanković,CDM,74,75,4300000,15000,27,14/01/1996,190,78,209,Sturm Graz,80,Bundesliga,1,CDM,4,,27/07/2020,2025,44,Slovenia,,,,Right,3,2,1,Medium/High,Lean (185+),Yes,6800000,,"Intercept, Aerial",45,46,59,66,75,82,41,44,72,70,39,64,52,29,64,72,44,45,53,70,52,59,77,84,86,38,69,76,53,64,40,76,77,75,74,9,10,12,8,7,,59+2,59+2,59+2,57,60,60,60,57,61+2,61+2,61+2,60+2,67+2,67+2,67+2,60+2,67+2,73+2,73+2,73+2,67+2,68+2,75,75,75,68+2,15+2
201290,/player/201290/robert-zulj/240002,24,2,22/09/2023,R. Žulj,Robert Žulj,"CAM, CF",74,74,3500000,20000,31,05/02/1992,189,89,252,LASK Linz,80,Bundesliga,1,CAM,10,,17/07/2022,2027,4,Austria,,,,Right,3,3,1,Medium/Low,Normal (185+),Yes,5300000,,,60,75,76,73,40,73,74,75,71,77,72,74,77,73,75,77,54,64,59,72,66,78,78,68,81,75,56,28,79,78,71,78,49,29,35,8,12,11,9,10,,74,74,74,73,74,74,74,73,74,74,74,73+1,71+2,71+2,71+2,73+1,57+2,58+2,58+2,58+2,57+2,54+2,52+2,52+2,52+2,54+2,17+2
274288,/player/274288/oscar-gloukh/240002,24,2,22/09/2023,O. Gloukh,Oscar Gloukh,CAM,73,84,6500000,9000,19,01/04/2004,170,68,191,Salzburg,80,Bundesliga,1,CAM,30,,27/01/2023,2027,26,Israel,,,,Right,4,4,1,High/Low,Normal (170-),No,11100000,,"Pinged Pass, Technical, Flair, First Touch, Trivela",75,68,70,80,36,49,65,68,52,73,55,82,73,67,64,78,80,70,83,62,85,71,56,71,38,70,45,28,67,74,66,78,42,32,28,6,8,13,13,5,,67+2,67+2,67+2,73,72,72,72,73,73+2,73+2,73+2,72+2,67+2,67+2,67+2,72+2,56+2,53+2,53+2,53+2,56+2,52+2,43+2,43+2,43+2,52+2,14+2
257271,/player/257271/lucas-gourna-douath/240002,24,2,22/09/2023,L. Gourna-Douath,Lucas Gourna-Douath,"CDM, CM",73,83,6000000,8000,19,05/08/2003,185,81,191,Salzburg,80,Bundesliga,1,CDM,27,,13/07/2022,2027,18,France,,,,Right,3,2,1,Medium/High,Lean (185+),No,10200000,,,76,52,65,71,70,76,54,48,65,72,46,71,42,43,70,73,78,74,71,68,70,62,80,81,74,49,72,72,62,69,50,71,67,72,69,8,6,6,13,13,,64+2,64+2,64+2,66,66,66,66,66,68+2,68+2,68+2,68+2,70+2,70+2,70+2,68+2,70+2,72+2,72+2,72+2,70+2,70+2,71+2,71+2,71+2,70+2,16+2
257345,/player/257345/amar-dedic/240002,24,2,22/09/2023,A. Dedić,Amar Dedić,"RB, LB",73,83,6500000,10000,20,18/08/2002,180,74,191,Salzburg,80,Bundesliga,1,RB,70,,01/08/2020,2027,8,Bosnia and Herzegovina,,,,Right,3,3,1,High/Medium,Normal (170-185),No,11100000,,Technical,83,58,67,71,66,73,69,56,56,68,59,72,58,58,69,70,83,83,78,64,73,67,75,88,67,57,68,66,64,64,44,66,62,72,70,11,6,9,14,9,,65+2,65+2,65+2,69,67,67,67,69,68+2,68+2,68+2,70+2,68+2,68+2,68+2,70+2,72+2,69+2,69+2,69+2,72+2,71+2,67+2,67+2,67+2,71+2,16+2
246402,/player/246402/mads-bidstrup/240002,24,2,22/09/2023,M. Bidstrup,Mads Bidstrup,"CDM, CM",73,80,6000000,12000,22,25/02/2001,175,74,191,Salzburg,80,Bundesliga,1,RCM,18,,17/07/2023,2028,13,Denmark,,,,Right,3,3,1,Medium/High,Normal (170-185),Yes,10200000,,"Intercept, Anticipate",69,54,67,70,71,75,63,54,67,73,52,67,55,44,68,72,66,72,69,67,87,57,74,85,72,51,68,72,61,70,42,71,73,72,65,11,14,11,6,13,,63+2,63+2,63+2,66,65,65,65,66,67+2,67+2,67+2,68+2,70+2,70+2,70+2,68+2,71+2,72+2,72+2,72+2,71+2,71+2,71+2,71+2,71+2,71+2,17+2
252018,/player/252018/kamil-piatkowski/240002,24,2,22/09/2023,K. Piątkowski,Kamil Piątkowski,CB,73,79,4400000,12000,23,21/06/2000,191,87,191,Salzburg,80,Bundesliga,1,SUB,4,,01/02/2021,2026,37,Poland,,,,Right,4,2,1,High/High,Normal (185+),No,7500000,,"Long Ball Pass, Jockey, Anticipate",83,47,65,69,71,81,65,41,70,71,25,67,58,34,70,70,84,83,76,68,72,68,89,82,84,47,70,73,59,58,36,68,70,72,70,13,15,10,12,12,,63+2,63+2,63+2,65,64,64,64,65,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,72+2,71+2,71+2,71+2,72+2,73+2,73+2,73+2,73+2,73+2,19+2
244389,/player/244389/fernando-dos-santos-pedro/240002,24,2,22/09/2023,Fernando,Fernando Dos Santos Pedro,ST,73,78,4700000,15000,24,01/03/1999,176,75,191,Salzburg,80,Bundesliga,1,RES,11,,01/06/2022,2027,54,Brazil,,,,Right,3,4,1,Medium/Medium,Lean (170-185),No,7400000,,Rapid,88,74,66,78,37,64,57,74,49,73,69,78,70,55,59,76,87,88,86,74,76,76,70,66,62,75,66,22,73,69,63,71,38,42,36,5,9,8,8,7,,73+2,73+2,73+2,75,75,75,75,75,75+2,75+2,75+2,73+2,67+2,67+2,67+2,73+2,57+2,55+2,55+2,55+2,57+2,55+2,49+2,49+2,49+2,55+2,15+2
